ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Dependents,Property_Area,Loan_Status
81203,0,4235686,1,0,Rural,1
134156,0,2685633,1,3,Urban,1
175775,90947,2211636,1,0,Semiurban,1
24337,0,3201735,0,0,Urban,0
61427,90947,3276810,1,0,Semiurban,1
76529,90947,3064918,1,3,Rural,1
117023,0,1317011,1,0,Rural,1
99665,0,3754323,1,2,Semiurban,1
120787,0,3216647,1,2,Rural,0
177993,90947,5744109,1,1,Semiurban,1
48307,0,1976428,1,1,Semiurban,1
173427,90947,5801048,1,3,Urban,1
142016,90947,1822090,0,3,Rural,0
19835,90947,3651069,1,1,Urban,1
35159,90947,3209995,1,0,Rural,1
193677,90947,3279906,1,0,Semiurban,1
136790,0,4963142,1,2,Rural,1
120616,90947,709026,1,0,Semiurban,1
184160,90947,374542,1,2,Semiurban,1
93752,0,4588496,1,1,Rural,1
70284,90947,6229553,1,2,Semiurban,1
72043,0,4999739,1,1,Semiurban,0
181619,90947,523240,1,0,Urban,1
112007,90947,6183306,1,0,Semiurban,1
97844,0,3678331,1,0,Urban,1
42532,90947,1216147,1,2,Rural,1
180421,0,5662401,1,0,Rural,1
137402,90947,2925195,1,0,Rural,1
133012,90947,6723198,1,0,Rural,1
191517,90947,5385307,1,2,Urban,1
151785,0,1496439,1,0,Urban,1
71178,90947,3127313,1,0,Rural,1
64407,0,6481077,1,0,Urban,0
65990,0,3120068,1,3,Rural,1
144473,0,6588614,0,0,Semiurban,0
73141,90947,2981199,1,3,Rural,1
169865,0,3890134,1,0,Urban,1
71570,0,1390982,1,1,Urban,1
183964,90947,5521865,1,0,Semiurban,1
16015,0,4576250,1,0,Semiurban,0
76813,90947,6140908,1,1,Semiurban,1
42712,90947,1000352,1,0,Urban,1
115497,0,1852468,1,0,Rural,0
154487,0,3983952,1,2,Semiurban,1
127816,90947,1404389,1,1,Rural,1
143778,90947,4768005,1,0,Semiurban,0
77292,90947,4182826,1,0,Rural,1
38833,90947,2134243,0,3,Semiurban,0
150230,90947,5502810,1,1,Semiurban,1
35309,90947,6136542,1,1,Semiurban,1
21970,90947,952286,1,3,Semiurban,1
87474,0,3061577,1,3,Urban,1
61540,90947,3968408,1,0,Semiurban,1
166456,90947,797899,0,0,Rural,1
33017,90947,4381640,1,0,Urban,1
90880,90947,2023874,1,0,Urban,1
120570,90947,6831794,0,2,Urban,0
23702,90947,3645458,0,0,Semiurban,0
146456,90947,4858369,1,2,Semiurban,1
15404,0,158412,1,0,Rural,1
187015,0,6732288,1,0,Urban,1
193998,90947,6892702,1,1,Rural,1
175261,90947,5150175,1,1,Urban,1
27763,90947,1914504,1,1,Semiurban,1
164456,90947,5702879,1,3,Urban,1
113142,0,5279376,1,3,Semiurban,1
155932,0,3896782,1,0,Urban,1
95642,90947,581049,1,0,Semiurban,1
65612,90947,3234255,1,3,Rural,1
38574,90947,1348458,1,0,Urban,1
38524,0,3060907,1,2,Semiurban,0
25916,0,4181152,1,0,Semiurban,0
19809,90947,3140375,1,3,Urban,1
178273,90947,3686760,1,1,Urban,1
199402,0,2130685,1,1,Rural,1
159528,90947,3701548,0,0,Rural,0
136288,90947,5404925,1,3,Urban,1
53765,90947,1668206,1,0,Rural,1
180888,0,3891964,1,2,Rural,1
60106,90947,1236554,1,3,Semiurban,1
68932,90947,5992173,1,0,Urban,1
163172,0,379275,0,0,Rural,0
72091,0,2812827,0,3,Urban,0
36949,90947,2282524,1,1,Rural,1
52744,90947,4344515,1,3,Rural,1
191615,90947,3223009,1,0,Rural,1
123319,90947,5705248,0,1,Rural,0
107193,90947,6959292,1,2,Urban,1
51187,0,3810312,1,0,Rural,1
153311,90947,3203965,1,0,Rural,1
139454,0,2217814,1,3,Rural,1
29489,0,3253004,1,0,Rural,0
76877,90947,4859490,1,0,Semiurban,1
189197,0,168942,1,3,Rural,1
64922,0,6237990,0,2,Semiurban,0
109074,0,4278529,1,0,Urban,1
178121,0,782261,0,3,Urban,0
52131,0,820039,0,3,Rural,0
189016,90947,2972526,1,1,Rural,1
130765,90947,1700461,0,3,Urban,0
88963,90947,5086761,1,0,Semiurban,1
121884,0,5082098,1,1,Urban,1
140917,0,3128581,1,0,Rural,1
39285,0,844604,1,2,Semiurban,1
52626,0,3368344,1,1,Rural,0
188880,0,6137589,1,1,Semiurban,1
199943,90947,4122735,1,2,Rural,1
34198,0,3991117,1,0,Semiurban,0
165830,0,2938562,1,0,Semiurban,1
30254,90947,469608,1,0,Semiurban,1
59238,90947,772601,1,0,Urban,1
16252,90947,6246536,1,3,Urban,1
54764,90947,1813706,1,2,Rural,1
92709,0,175557,1,0,Rural,1
183513,0,3209154,1,0,Rural,1
68682,0,1674213,1,0,Urban,1
74494,90947,1538903,1,0,Urban,1
96317,90947,5707167,1,1,Semiurban,1
80215,0,2690728,1,1,Urban,1
93587,90947,3666114,1,3,Semiurban,1
21949,0,3847415,1,3,Urban,0
70393,90947,2402381,1,0,Semiurban,1
153013,90947,6559698,1,2,Rural,1
40934,90947,5836655,1,0,Semiurban,1
169458,90947,3558391,1,0,Urban,1
90745,0,673040,1,0,Rural,1
109456,90947,5751657,1,0,Semiurban,1
68413,0,5280843,1,0,Urban,1
112239,0,187134,0,0,Semiurban,0
57318,90947,324120,1,0,Urban,1
85390,90947,1825602,0,0,Urban,0
198401,90947,6418995,1,3,Urban,1
58088,90947,6602392,0,2,Semiurban,1
118196,0,2166582,0,0,Semiurban,0
185883,90947,571229,1,0,Semiurban,1
70479,90947,1995611,1,0,Semiurban,0
34963,90947,3896446,1,0,Urban,1
70123,0,3856166,1,3,Semiurban,1
140911,90947,2675830,1,0,Semiurban,1
117468,90947,262940,1,0,Urban,0
88477,0,1006729,1,1,Semiurban,1
29388,90947,3919455,1,1,Urban,1
20569,90947,4089585,1,0,Semiurban,1
84836,0,1160642,1,0,Urban,1
119573,90947,5386455,1,3,Semiurban,0
182658,90947,5831758,1,0,Rural,1
158087,0,374185,1,0,Semiurban,1
60002,0,1695908,1,1,Semiurban,1
152326,0,6807629,1,0,Rural,1
163216,90947,6847830,1,0,Urban,1
170286,90947,1685581,1,2,Semiurban,1
152162,90947,5434362,1,3,Rural,1
157709,90947,5980865,1,1,Semiurban,1
168487,90947,3785234,1,1,Rural,1
39071,90947,4149830,1,3,Semiurban,1
73243,0,121736,1,1,Urban,1
140827,90947,2981156,1,3,Rural,1
123215,90947,5578426,1,1,Semiurban,1
187312,0,2563287,1,2,Semiurban,1
116570,90947,2175454,0,0,Semiurban,0
179506,90947,5916400,1,1,Rural,1
84724,90947,3314955,1,0,Semiurban,1
130359,90947,2142971,1,0,Rural,1
90697,90947,4125719,1,0,Urban,1
43732,90947,6040606,1,0,Urban,1
136465,0,5539322,1,1,Semiurban,1
157386,90947,6658755,1,0,Rural,1
170026,90947,3687217,1,3,Urban,1
72108,90947,6121904,1,2,Urban,1
126195,0,6552202,1,2,Rural,1
118081,0,6195006,1,0,Rural,1
51668,0,5848118,1,1,Urban,0
38061,90947,5631801,1,2,Rural,1
94252,0,6986791,1,0,Semiurban,0
54749,90947,3190667,1,3,Urban,1
145560,90947,3831974,1,3,Semiurban,1
119680,0,1582337,1,1,Semiurban,1
162979,90947,4933042,1,2,Semiurban,1
164849,90947,1998096,1,1,Semiurban,1
66745,0,216051,1,3,Urban,1
123464,90947,3568276,1,0,Semiurban,1
106865,90947,5478760,1,0,Rural,1
127428,90947,1627818,1,0,Rural,1
38624,90947,1552524,1,0,Urban,1
38321,0,813404,1,0,Semiurban,0
156560,90947,477058,1,3,Semiurban,1
37574,0,3124883,0,0,Semiurban,0
151312,90947,6684023,1,0,Urban,1
189293,0,3420727,1,0,Urban,1
156550,0,3688736,0,1,Rural,0
165334,0,3433061,0,3,Rural,0
133831,90947,6864119,1,0,Rural,1
198868,90947,782006,1,3,Rural,1
150504,90947,1505799,1,3,Urban,1
110257,90947,4355582,1,1,Rural,1
79291,0,2671757,1,2,Rural,1
142600,90947,5269723,1,0,Rural,1
65428,0,6667864,1,0,Rural,0
146374,0,3475364,1,2,Rural,1
146127,0,4559755,1,0,Urban,1
126317,0,1223626,1,2,Semiurban,1
154789,0,2994523,1,2,Semiurban,1
142449,0,3232389,1,0,Semiurban,1
43699,0,412256,0,2,Urban,0
88686,90947,3991773,1,1,Rural,1
82661,0,4251004,1,1,Semiurban,1
59247,90947,4816440,0,0,Rural,0
162820,0,2561242,0,3,Rural,1
120113,90947,5068624,0,0,Urban,0
19621,0,5777043,1,1,Urban,0
161106,90947,6479016,1,3,Rural,1
151198,90947,5980348,1,1,Semiurban,1
151194,90947,3735331,1,0,Urban,1
33030,0,6513499,1,2,Urban,1
97838,0,367438,1,3,Semiurban,1
99717,90947,4376013,1,1,Urban,1
53638,90947,6497772,1,1,Urban,1
82067,90947,649261,0,0,Rural,0
133033,90947,905968,1,1,Semiurban,1
120977,0,6063221,1,0,Semiurban,1
103869,0,5136836,1,3,Rural,1
120186,90947,4459350,1,0,Rural,1
49674,90947,1611901,1,1,Urban,1
181926,90947,5001475,0,2,Urban,0
61271,90947,5455770,1,0,Urban,1
88688,0,3780563,0,3,Rural,0
184590,90947,3087242,0,0,Rural,0
126076,90947,3613813,1,3,Semiurban,0
156339,90947,5414625,1,0,Urban,1
16062,0,3394855,1,1,Rural,1
65448,90947,5648653,1,1,Semiurban,1
110462,0,3514459,1,1,Rural,1
152301,90947,1075916,1,0,Semiurban,1
62915,0,6749595,1,1,Rural,0
19632,90947,4464677,1,0,Rural,1
119592,90947,5372047,1,0,Rural,1
149668,90947,701110,1,3,Semiurban,1
124779,90947,2913935,1,0,Urban,0
152240,90947,6932322,1,1,Urban,1
123099,90947,2300494,1,3,Rural,1
22561,0,985632,0,0,Urban,0
97152,90947,910167,0,3,Rural,0
140036,0,5642810,1,1,Rural,1
139049,90947,5202884,1,1,Urban,1
41734,90947,4986392,1,2,Rural,1
152443,0,6185382,1,1,Semiurban,0
41069,90947,877694,1,0,Urban,1
27910,90947,3906530,0,0,Urban,0
88479,90947,4363872,1,0,Rural,0
96264,90947,6705822,1,0,Urban,1
38275,90947,6881419,1,0,Semiurban,1
87274,90947,2360435,1,1,Rural,1
115776,90947,1013655,1,1,Semiurban,1
63447,90947,4351221,1,3,Semiurban,1
180601,90947,2483343,1,0,Urban,1
141394,0,2908560,1,0,Rural,1
90703,0,383050,1,0,Urban,1
91090,90947,4872005,1,2,Rural,1
32260,0,1617476,1,3,Urban,1
127581,90947,3735061,1,0,Urban,1
18812,90947,3092669,1,0,Urban,1
174096,90947,5612740,0,3,Urban,0
131148,90947,5527361,1,0,Urban,1
173357,90947,4943630,1,0,Urban,1
131421,0,1549112,1,2,Urban,1
16605,90947,1845651,1,0,Rural,1
87303,0,1511744,0,2,Rural,1
173211,90947,393993,0,0,Semiurban,0
91125,90947,1481836,1,0,Semiurban,1
159990,0,1265081,1,3,Rural,1
173518,0,2725277,0,0,Semiurban,0
139040,0,1055231,1,2,Urban,1
159118,90947,1784881,1,0,Urban,1
170890,90947,6739093,1,0,Urban,1
19324,90947,6640952,1,1,Rural,1
91323,90947,4048050,1,1,Urban,1
24111,0,5443961,0,0,Semiurban,0
184182,90947,1897529,1,0,Semiurban,1
31389,90947,4423047,1,3,Semiurban,1
137177,90947,1919236,1,1,Urban,1
56427,0,5864695,0,1,Urban,0
174818,0,3380142,0,1,Rural,0
137883,0,3206875,1,0,Rural,1
146189,90947,3989316,1,0,Urban,1
140808,0,5770269,1,3,Semiurban,1
127221,90947,6576905,0,1,Semiurban,0
28234,0,536490,0,0,Urban,0
68441,0,4281691,1,0,Rural,0
15846,0,3709676,1,0,Semiurban,1
25954,90947,5365232,1,3,Urban,1
94239,90947,3990694,1,2,Semiurban,1
61514,90947,4808927,1,0,Rural,1
103236,0,4502983,1,0,Urban,1
112579,0,5497070,1,2,Urban,1
152541,90947,4589533,1,0,Urban,1
176177,90947,754710,1,0,Semiurban,1
57101,0,3007047,1,0,Semiurban,1
79323,90947,1297004,1,3,Semiurban,1
106922,0,1657537,0,1,Semiurban,0
195448,90947,2071687,1,2,Rural,1
191659,0,2954437,1,0,Rural,1
183048,90947,1407071,1,3,Rural,1
142534,0,3272893,1,0,Urban,1
82584,90947,3084163,0,2,Semiurban,0
119537,90947,6750696,1,0,Rural,1
93477,90947,4244315,1,0,Semiurban,1
57533,0,3537911,1,2,Rural,0
16828,90947,1919704,0,2,Urban,0
16917,90947,1799047,1,0,Urban,1
35618,90947,1200219,0,2,Rural,0
47254,90947,3120139,1,1,Rural,1
120292,90947,5844547,1,0,Semiurban,1
62362,90947,4266723,1,2,Rural,1
35128,90947,1869360,1,0,Rural,1
138781,0,2299009,1,3,Rural,0
80545,0,611429,1,0,Urban,1
97180,90947,1419503,0,1,Urban,0
102958,0,133184,1,0,Rural,1
155937,90947,1828736,1,0,Rural,1
148291,0,1065026,0,2,Semiurban,0
54809,0,4537451,1,3,Semiurban,0
131748,90947,1028557,1,3,Semiurban,1
20287,0,4496507,1,1,Rural,0
180459,0,183439,1,1,Urban,0
23512,0,5137254,0,0,Urban,0
147414,0,2683716,1,1,Urban,1
123872,90947,6332598,1,0,Rural,1
165288,90947,3800775,1,1,Urban,1
108070,90947,2656004,1,1,Urban,1
94767,90947,2245984,1,0,Urban,0
112829,90947,4955626,1,2,Urban,1
172686,90947,4699457,1,1,Semiurban,1
182330,0,5182729,1,0,Urban,1
57078,0,4416036,0,2,Semiurban,1
121288,90947,5271142,0,0,Urban,0
98524,0,2576954,1,0,Urban,1
27219,0,270030,1,0,Urban,1
15235,0,5167015,1,3,Rural,0
57929,90947,3465772,1,0,Urban,1
142309,90947,4971051,1,2,Urban,1
82444,90947,5106883,1,0,Rural,1
154639,0,5851417,1,0,Urban,1
116834,0,5583795,1,1,Rural,1
99555,90947,5601029,1,0,Rural,1
88698,0,2743441,1,3,Urban,1
139450,90947,2084377,1,0,Urban,0
151487,90947,4357321,1,1,Rural,1
182231,90947,377146,1,3,Semiurban,1
58925,90947,4470253,1,3,Rural,1
152023,0,119641,1,0,Semiurban,1
102388,0,2733048,1,2,Semiurban,1
23007,0,6649357,1,0,Semiurban,0
187904,90947,6709336,1,0,Urban,1
73596,0,478629,1,3,Urban,1
136101,0,5363918,1,2,Rural,1
176595,0,2629123,1,2,Semiurban,1
103861,0,5698572,1,3,Rural,1
101740,0,2257343,0,3,Semiurban,0
30524,0,1165819,1,0,Rural,1
165354,90947,1524143,1,0,Urban,1
170002,0,6897778,1,0,Urban,1
146149,90947,4593542,0,2,Semiurban,1
140501,90947,369900,1,1,Semiurban,1
35611,90947,4384924,1,0,Urban,1
163056,0,3279160,0,1,Semiurban,0
29060,90947,6582856,1,0,Urban,1
58303,90947,1161595,1,3,Rural,1
175359,0,4410770,1,0,Urban,1
54711,0,6241525,0,0,Semiurban,0
158026,90947,4439014,1,1,Urban,1
88340,90947,5437958,1,0,Semiurban,1
117974,90947,733396,1,0,Rural,0
164646,90947,1995073,0,1,Rural,0
155256,90947,4994326,1,1,Semiurban,1
165168,0,2601599,0,1,Urban,0
82728,90947,1962854,1,0,Urban,1
180088,90947,6457095,1,1,Urban,1
26246,90947,3792153,1,1,Urban,1
191630,90947,2243129,1,0,Urban,1
164453,0,5917525,1,0,Rural,1
142796,0,5581476,0,0,Rural,0
182527,90947,5593595,1,0,Rural,1
107263,90947,1651423,1,3,Rural,1
150090,90947,1737591,1,2,Semiurban,1
26302,0,5495998,1,2,Semiurban,0
82506,90947,2783447,1,2,Urban,1
56157,0,5170459,0,0,Urban,0
69917,90947,4850691,1,0,Semiurban,0
111646,90947,970405,1,1,Urban,1
98122,90947,4401946,1,0,Semiurban,1
39519,90947,2562009,1,1,Semiurban,1
95910,90947,5106997,1,0,Rural,1
135430,0,3367711,1,2,Semiurban,1
86324,90947,1803560,1,3,Urban,1
20408,0,4445174,0,0,Semiurban,0
74379,90947,6013243,1,3,Rural,1
40053,90947,3011201,1,2,Semiurban,1
155518,90947,5392013,1,0,Semiurban,1
146994,0,2824157,1,2,Semiurban,1
113723,0,5270523,1,3,Rural,1
66356,90947,4720315,1,2,Urban,1
25789,90947,3898895,1,3,Rural,1
112720,0,4456134,1,0,Semiurban,1
81656,90947,1446862,1,0,Urban,1
59028,0,2029971,1,1,Rural,1
79484,90947,1377189,1,0,Urban,1
47154,90947,3048589,1,3,Rural,1
17336,0,277393,1,0,Rural,1
118677,90947,1703575,1,3,Rural,1
82779,0,6025583,1,3,Rural,0
34029,90947,5272788,1,2,Urban,1
74201,90947,894746,1,3,Urban,1
47265,90947,2074807,1,3,Rural,1
117916,0,4880695,1,0,Semiurban,1
189944,90947,4246451,0,0,Urban,0
61197,90947,2001577,1,2,Rural,1
140733,90947,3728250,0,0,Rural,0
169782,0,4038255,1,0,Rural,1
175558,90947,451908,0,0,Rural,0
86907,90947,2577835,1,2,Urban,0
143876,0,6373592,1,0,Rural,1
79435,90947,4579078,1,0,Rural,1
55631,0,3924021,1,0,Urban,1
144038,0,6166769,1,3,Urban,1
35103,0,1620288,1,0,Semiurban,1
79772,0,1599498,1,1,Urban,1
141108,90947,849212,1,0,Semiurban,1
29382,90947,514878,1,0,Rural,1
99291,90947,5489475,1,1,Urban,1
116195,90947,5965345,1,0,Urban,1
149828,90947,5884394,1,0,Semiurban,1
35609,0,2595550,0,0,Semiurban,0
162550,90947,2824971,1,3,Urban,1
185738,90947,2247515,1,1,Rural,1
90683,0,3705913,1,0,Urban,1
139714,90947,5698831,1,1,Urban,1
145330,90947,5826598,1,2,Rural,1
86315,90947,4064126,1,0,Semiurban,1
92834,90947,2983251,1,1,Urban,1
141205,0,1207846,1,0,Urban,1
29153,0,6196328,1,0,Rural,0
91325,90947,1713843,0,0,Rural,0
159071,0,547026,1,1,Urban,1
70318,0,233995,1,0,Urban,1
146886,90947,2500138,1,2,Urban,1
130033,90947,4738360,1,3,Rural,1
91077,0,5908706,1,0,Rural,1
105474,0,5140657,1,0,Rural,1
148515,0,238473,1,0,Rural,1
88319,90947,163620,1,3,Rural,1
140885,90947,3671355,1,1,Urban,0
124777,0,4456556,1,1,Rural,1
32368,0,1911387,1,0,Urban,1
161400,0,5820455,1,0,Rural,1
106751,0,2409896,1,0,Semiurban,1
42306,90947,5413570,1,3,Rural,1
185987,90947,2494282,1,0,Semiurban,1
52219,90947,1201406,1,2,Semiurban,1
75279,90947,1439081,1,1,Rural,1
68028,90947,2682073,1,2,Semiurban,1
119263,90947,2829426,1,2,Urban,1
15126,90947,6542213,1,3,Semiurban,0
67329,90947,5171837,1,2,Urban,1
42632,90947,5027836,0,0,Urban,0
124945,90947,3946149,1,0,Semiurban,1
70176,90947,4987283,1,1,Urban,1
190399,90947,1725570,1,0,Rural,1
149869,90947,6648737,1,0,Rural,1
193954,90947,2484719,1,1,Semiurban,1
159790,0,5999635,1,1,Rural,1
49560,0,4219367,1,0,Rural,0
91589,90947,1596262,0,0,Urban,0
37116,0,729759,0,2,Rural,1
182316,0,5664745,1,0,Urban,1
147717,0,3245202,0,1,Rural,0
193595,0,1268857,1,0,Urban,1
139085,90947,5789957,1,0,Rural,1
132718,0,603513,1,3,Urban,1
34256,90947,1991905,1,2,Rural,1
115158,0,3528806,1,3,Rural,1
199245,90947,6401910,1,0,Rural,1
183502,90947,6094882,1,0,Semiurban,0
185354,90947,3175352,1,3,Semiurban,1
134719,90947,321416,1,3,Urban,1
83244,0,5066813,1,2,Semiurban,0
157766,90947,2816575,0,3,Rural,0
71264,0,633889,1,0,Semiurban,1
72545,90947,3431752,1,3,Urban,1
54224,90947,5701909,1,1,Urban,1
112945,0,597863,0,3,Semiurban,0
28224,90947,613738,0,0,Rural,0
55738,90947,1678610,1,0,Semiurban,1
171222,0,2180051,1,0,Urban,1
78731,90947,2614751,1,1,Rural,1
195760,0,5384148,0,2,Urban,0
154649,0,2322082,1,1,Semiurban,1
23070,90947,3035533,1,0,Urban,1
141161,0,1343187,1,3,Urban,1
23666,0,6586950,1,0,Rural,1
72761,90947,1596185,1,0,Urban,1
51368,90947,4932156,1,1,Semiurban,1
152855,90947,4764839,1,3,Urban,1
56914,90947,5648097,0,3,Rural,0
142738,90947,4367677,1,3,Semiurban,1
82526,90947,2106197,1,0,Rural,1
191837,90947,354642,1,0,Urban,1
34956,90947,5022976,0,0,Semiurban,0
61240,0,5915212,1,3,Rural,0
136008,0,5985754,1,2,Urban,1
183220,90947,4894161,1,1,Urban,1
109270,90947,2425384,1,0,Rural,1
19757,0,4902419,1,3,Urban,0
34097,90947,3404435,1,0,Urban,1
156467,0,6148202,1,2,Urban,1
162313,0,1856837,1,0,Semiurban,1
118892,0,5660879,0,0,Rural,1
173768,90947,2508266,1,1,Urban,1
85480,0,488223,1,2,Urban,1
61163,90947,2829917,1,2,Rural,1
34816,90947,3599381,0,0,Rural,0
195912,0,2018515,1,0,Rural,1
67853,90947,3042630,0,3,Semiurban,0
170989,0,6173948,1,2,Semiurban,1
111731,90947,2295197,1,0,Rural,1
167638,90947,3582442,1,0,Urban,0
77823,90947,3745545,1,0,Semiurban,1
166878,0,3919618,1,1,Rural,1
16759,90947,4162886,1,0,Rural,1
188021,90947,2404013,1,1,Semiurban,1
107374,90947,5062871,1,2,Urban,1
148554,90947,3734408,1,1,Semiurban,1
39442,90947,2220631,1,0,Rural,1
179791,0,1177606,1,2,Urban,1
108501,90947,4703750,1,1,Urban,1
17079,90947,4253237,0,3,Semiurban,0
148789,0,2055625,1,2,Rural,1
74676,90947,5957460,0,1,Semiurban,0
174024,0,3273765,1,0,Semiurban,1
188532,90947,2982897,1,0,Urban,1
105397,90947,5211848,1,3,Semiurban,1
87847,0,3333448,1,1,Semiurban,1
108607,0,3170842,1,0,Urban,1
164521,90947,6707059,0,0,Semiurban,0
179608,90947,532151,0,0,Urban,0
79077,90947,1863726,1,0,Rural,1
53258,90947,6397740,1,0,Rural,1
194374,0,5263342,1,1,Semiurban,1
174937,0,6882786,1,0,Urban,1
152717,90947,1169155,1,1,Urban,1
134771,90947,3087422,1,1,Semiurban,1
53000,90947,3394377,1,3,Semiurban,1
41737,90947,4706738,1,0,Semiurban,1
26485,0,3777972,1,3,Semiurban,1
53565,90947,6486168,1,0,Rural,1
171594,0,2648985,1,1,Rural,1
134614,90947,1192171,0,1,Semiurban,0
80155,0,4408231,1,3,Urban,1
67487,90947,627414,0,0,Urban,0
144948,90947,1313063,1,1,Semiurban,1
27342,90947,1869486,1,0,Urban,1
55806,0,5213760,1,1,Semiurban,0
63770,0,2627181,1,0,Urban,1
93623,0,3916807,0,0,Urban,0
118177,90947,5537660,0,1,Semiurban,0
146026,0,4516879,1,3,Urban,1
90629,0,5002532,1,2,Urban,1
135993,90947,1027630,1,1,Rural,0
198675,0,3949443,1,0,Urban,1
141944,90947,1188542,1,0,Rural,1
120947,0,160998,1,1,Semiurban,1
41399,90947,2550060,1,1,Urban,1
143177,90947,6626822,1,1,Urban,1
124575,90947,3191960,1,0,Urban,1
125904,90947,738722,1,0,Rural,0
45678,90947,2619916,1,1,Urban,1
91218,0,2775626,1,0,Rural,1
78230,0,3557230,0,3,Rural,0
89055,0,5043502,1,1,Semiurban,1
177552,0,243541,1,2,Rural,1
87258,90947,3394920,1,3,Rural,1
54986,90947,678687,1,0,Semiurban,1
170232,90947,5186789,1,0,Rural,1
100595,90947,1250641,1,2,Urban,1
116358,90947,678251,1,1,Semiurban,1
79929,0,1867025,1,0,Urban,1
88506,90947,5538638,1,3,Urban,1
49911,90947,5183067,1,0,Urban,1
102127,90947,6076337,1,0,Semiurban,1
177893,90947,5400955,1,0,Rural,1
128453,0,3021045,1,1,Rural,1
99458,0,2402098,0,0,Semiurban,0
27175,0,4593122,1,3,Semiurban,1
134235,90947,1676847,1,0,Rural,1
69771,0,6913442,1,0,Urban,1
142157,0,2478569,1,2,Semiurban,1
136300,90947,3853388,1,0,Semiurban,1
101925,0,1038521,1,0,Semiurban,1
81358,0,2643523,1,0,Semiurban,1
163399,90947,2207159,0,0,Semiurban,0
62057,90947,5342436,1,0,Urban,1
21150,0,4764274,1,1,Urban,0
19425,90947,4527591,1,1,Rural,1
31032,0,2002368,1,1,Semiurban,0
17198,0,3175006,0,1,Semiurban,0
199466,90947,4145496,1,3,Semiurban,1
166151,90947,3773994,1,0,Rural,1
182292,90947,311461,1,1,Semiurban,1
187946,0,6237475,1,2,Rural,1
159931,90947,5600227,1,3,Semiurban,1
196532,0,2265738,1,0,Rural,1
177491,90947,907847,1,0,Urban,1
133865,0,6976229,1,0,Semiurban,1
154777,90947,6206911,1,0,Urban,1
188952,0,3652193,1,3,Rural,1
38236,90947,5774954,1,0,Urban,1
102955,0,3075536,1,0,Urban,1
118145,0,780716,0,1,Rural,1
161430,90947,5110857,1,0,Rural,1
109914,90947,1753763,1,0,Urban,1
117870,90947,4274539,1,0,Semiurban,1
131243,0,948984,1,0,Semiurban,1
29596,0,1886196,0,0,Rural,0
179644,90947,3537133,1,3,Rural,1
147351,0,2816863,1,0,Semiurban,1
126496,90947,2721886,0,0,Urban,0
145273,90947,5041458,1,0,Rural,1
153155,90947,2659899,1,0,Urban,1
135674,90947,1071559,1,0,Semiurban,1
135307,90947,2572858,1,1,Rural,0
163843,90947,1808108,1,0,Semiurban,1
176047,90947,4748659,1,1,Semiurban,1
191720,90947,2556750,1,0,Urban,1
194357,90947,3705678,1,1,Urban,1
34063,90947,4521399,1,0,Rural,1
82642,90947,6397312,0,2,Semiurban,0
105093,90947,609037,1,0,Urban,1
183671,90947,419716,1,1,Urban,1
197992,0,3704564,1,1,Rural,1
174601,90947,6660758,1,0,Urban,1
50954,90947,217675,1,0,Semiurban,1
42856,0,5499427,1,2,Semiurban,0
17573,90947,737390,1,2,Semiurban,1
50367,0,252662,1,2,Rural,1
114608,0,1230642,1,3,Semiurban,1
75774,90947,5154935,1,0,Semiurban,1
38752,90947,199394,0,2,Rural,0
70029,0,4777223,1,2,Semiurban,1
163757,0,1584317,1,3,Urban,1
145282,0,4863213,1,0,Semiurban,1
66693,0,826648,1,1,Semiurban,1
131739,90947,5457677,1,1,Semiurban,1
70961,0,6628446,0,0,Rural,0
141678,90947,2980812,1,3,Urban,1
89532,0,2089673,1,0,Urban,0
96994,90947,6614011,0,0,Semiurban,0
71133,90947,441375,1,0,Urban,1
76268,90947,175070,1,0,Rural,1
184315,90947,6022668,1,0,Urban,1
46653,90947,5123183,1,3,Rural,1
172729,90947,2634798,1,2,Semiurban,1
186024,0,1525513,1,0,Semiurban,1
168252,0,2554038,1,0,Rural,1
136829,90947,595903,1,3,Rural,1
143377,90947,1629234,1,3,Urban,1
16622,0,2485114,1,0,Semiurban,0
63756,90947,1012699,1,0,Semiurban,1
55809,90947,6742986,0,3,Urban,0
31725,90947,3037554,1,0,Urban,1
66226,90947,3786378,1,0,Rural,1
96182,90947,5634067,1,0,Urban,1
44402,0,493574,1,0,Urban,1
19263,0,3628789,1,1,Rural,0
192900,0,5146275,1,0,Urban,1
62924,90947,292473,1,1,Semiurban,1
89182,90947,319079,1,0,Urban,1
157736,90947,2587607,0,2,Semiurban,0
50737,90947,429467,1,1,Semiurban,1
116332,0,761985,1,0,Urban,1
104563,0,5098035,1,0,Rural,1
175445,0,4992743,1,0,Rural,1
182469,90947,1459387,1,3,Semiurban,1
143575,90947,5422356,1,3,Semiurban,1
116371,0,1510297,1,0,Rural,1
53709,0,4503958,1,0,Semiurban,0
165322,0,5165660,1,1,Rural,1
36172,90947,5003490,1,0,Urban,1
26555,0,2633057,1,0,Rural,1
68276,90947,6923292,1,1,Urban,1
72492,0,2258880,1,0,Semiurban,1
199074,90947,1471024,1,3,Urban,1
104599,90947,5269449,1,3,Rural,1
170834,0,6038692,1,0,Semiurban,1
26046,0,6551925,1,2,Rural,1
